Hours,COM,MFH,SFH,APPRT
4396,0.08330717648737337,0.13090801538006508,0.10362178712432521,0.10362178712432521
4397,0.11259808817234984,0.12397219757468204,0.14108049311094997,0.14108049311094997
4398,0.11602225709801683,0.14299023957409052,0.12758842961888647,0.12758842961888647
4399,0.08815808246540163,0.12188701567583556,0.09719805011683186,0.09719805011683186
4400,0.07908403481238407,0.12102928127772848,0.09442027233905406,0.09442027233905406
4401,0.07259238122414038,0.11098787341023365,0.08378857465151882,0.08378857465151882
4402,0.06351833357112285,0.10400769003253477,0.07950608331318992,0.07950608331318992
4403,0.06154943643886432,0.10502809819580006,0.07498388526307309,0.07498388526307309
4404,0.04559851619346554,0.09192546583850932,0.06212835387962291,0.06212835387962291
4405,0.04056213439863034,0.09208813960366755,0.06054105229232133,0.06054105229232133
4406,0.036396062205735484,0.08086364980774918,0.055779147530416566,0.055779147530416566
4407,0.03135968041090027,0.08274179236912156,0.06252517927644831,0.06252517927644831
4408,0.03210158367812812,0.08988464951197869,0.07006486181613085,0.07006486181613085
4409,0.034555571408189475,0.09890564921620823,0.07355370236080896,0.07355370236080896
4410,0.04314452846340419,0.10776397515527951,0.08140762227056644,0.08140762227056644
4411,0.04853759452132972,0.11898846495119787,0.08339174925469342,0.08339174925469342
4412,0.043016122128691686,0.11490683229813665,0.07037909918620579,0.07037909918620579
4413,0.036524468540447996,0.09396628216503994,0.0433204415437918,0.0433204415437918
4414,0.020088457697246397,0.05278024253179533,0.017295141406816532,0.017295141406816532
4415,0.012983307176487373,0.022656018929310854,0.0058697929256304885,0.0058697929256304885
4416,0.02341275502924811,0.024696835255841466,0.006663443719281282,0.006663443719281282
4417,0.025253245826794123,0.019757468204673174,0.00801103859479494,0.00801103859479494
4418,0.031131402482522472,0.02061520260278024,0.014517363629038755,0.014517363629038755
4419,0.048437722927664434,0.07286305826678498,0.03578075900410926,0.03578075900410926
4420,0.08392067341988871,0.12698905649216208,0.0981488195955201,0.0981488195955201
4421,0.11088600370951633,0.11817509612540669,0.13774877125130933,0.13774877125130933
4422,0.1172492509630475,0.13719313812481515,0.12211546209008137,0.12211546209008137
4423,0.08705949493508347,0.11796805678793257,0.09426315365401661,0.09426315365401661
4424,0.07737195034955058,0.1171103223898255,0.09148537587623883,0.09148537587623883
4425,0.07320587815665572,0.10706891452233067,0.08125050358552896,0.08125050358552896
4426,0.06180624910828934,0.10110913930789708,0.07696801224720007,0.07696801224720007
4427,0.059837351976030816,0.10110913930789708,0.07204898880025784,0.07204898880025784
4428,0.04621201312598089,0.08800650695060633,0.06173152848279752,0.06173152848279752
4429,0.03885004993579683,0.08816918071576457,0.05760615582950608,0.05760615582950608
4430,0.03468397774290198,0.07796509908311151,0.05324107646442672,0.05324107646442672
4431,0.029034099015551436,0.0759242827565809,0.06212835387962291,0.06212835387962291
